sampno,perno,wtperfin
50056860,1,181.8858
50056860,2,181.8858
50056873,1,118.3633
50056954,1,112.5991
50056954,2,112.5991
50057004,1,118.0225
50057004,2,118.0225
50057022,1,400.511
50057022,2,400.511
50057022,3,400.511
50057022,4,400.511
50057029,1,140.7229
50057029,2,140.7229
50057075,1,132.6335
50057093,1,275.1465
50057140,1,148.9674
50057155,1,91.2148
50057155,2,91.2148
50057216,1,155.2124
50057216,2,155.2124
50057251,1,201.7698
50057251,2,201.7698
50057251,3,201.7698
50057287,1,175.2743
50057287,2,175.2743
50057287,3,175.2743
50057322,1,168.997
50057514,1,314.754
50057519,1,119.8317
50057522,1,261.2161
50057522,2,261.2161
50057539,1,61.4184
50057583,1,146.3966
50057583,2,146.3966
50057655,1,193.8143
50057655,2,193.8143
50057691,1,88.204
50057691,2,88.204
50057760,1,295.2208
50057779,1,131.3278
50057779,2,131.3278
50057779,3,131.3278
50057814,1,163.9709
50057814,2,163.9709
50057865,1,118.0638
50057865,2,118.0638
50057951,1,90.8072
50057951,2,90.8072
50058036,1,550.9499
50058185,1,143.2935
50058185,2,143.2935
50058195,1,158.3633
50058214,1,211.0686
50058214,2,211.0686
50058214,3,211.0686
50058214,4,211.0686
50058214,5,211.0686
50058214,6,211.0686
50058214,7,211.0686
50058214,8,211.0686
50058214,9,211.0686
50058225,1,136.2902
50058253,1,118.0638
50058253,2,118.0638
50058376,1,84.732
50058376,2,84.732
50058410,1,292.1964
50058410,2,292.1964
50058410,3,292.1964
50058410,4,292.1964
50058410,5,292.1964
50058418,1,235.9934
50058446,1,181.139
50058446,2,181.139
50058462,1,118.0225
50058462,2,118.0225
50058585,1,144.6026
50058585,2,144.6026
50058611,1,114.9606
50058611,2,114.9606
50058641,1,188.6843
50058641,2,188.6843
50058641,3,188.6843
50058655,1,216.5742
50058655,2,216.5742
50058655,3,216.5742
50058743,1,81.1673
50058812,1,129.4628
50058812,2,129.4628
50058867,1,117.7463
50058871,1,91.2148
50058871,2,91.2148
50058914,1,159.8154
50058914,2,159.8154
50058943,1,105.373
50058943,2,105.373
50059001,1,196.3563
50059001,2,196.3563
50059001,3,196.3563
50059014,1,339.0618
50059015,1,91.2148
50059015,2,91.2148
50059034,1,127.0586
50059062,1,132.3625
50059062,2,132.3625
50059142,1,158.3633
50059222,1,197.0644
50059222,2,197.0644
50059222,3,197.0644
50059227,1,118.132
50059333,1,332.1707
50059333,2,332.1707
50059333,3,332.1707
50059333,4,332.1707
50059362,1,134.6201
50059400,1,376.3373
50059415,1,91.2148
50059415,2,91.2148
50059468,1,122.554
50059472,1,126.7264
50059472,2,126.7264
50059485,1,268.4432
50059485,2,268.4432
50059530,1,227.9401
50059530,2,227.9401
50059530,3,227.9401
50059530,4,227.9401
50059530,5,227.9401
50059595,1,145.4398
50059595,2,145.4398
50059630,1,132.0372
50059630,2,132.0372
50059715,1,194.5901
50059715,2,194.5901
50059745,1,178.9419
50059745,2,178.9419
50059756,1,384.4099
50059756,2,384.4099
50059756,3,384.4099
50059756,4,384.4099
50059816,1,103.6841
50059861,1,116.6166
50059876,1,191.2755
50059948,1,250.5764
50059948,2,250.5764
50059948,3,250.5764
50059948,4,250.5764
50059948,5,250.5764
50060092,1,312.6803
50060092,2,312.6803
50060092,3,312.6803
50060102,1,239.537
50060102,2,239.537
50060102,3,239.537
50060161,1,262.051
50060161,2,262.051
50060161,3,262.051
50060177,1,54.9437
50060177,2,54.9437
50060194,1,347.3583
50060194,2,347.3583
50060194,3,347.3583
50060195,1,134.6201
50060262,1,725.507
50060262,2,725.507
50060262,3,725.507
50060262,4,725.507
50060290,1,163.9709
50060290,2,163.9709
50060395,1,99.8957
50060444,1,179.7678
50060563,1,267.0598
50060563,2,267.0598
50060563,3,267.0598
50060563,4,267.0598
50060566,1,142.8307
50060566,2,142.8307
50060603,1,268.2923
50060603,2,268.2923
50060603,3,268.2923
50060668,1,262.051
50060668,2,262.051
50060668,3,262.051
50060748,1,112.5991
50060748,2,112.5991
50060754,1,238.2122
50060754,2,238.2122
50060754,3,238.2122
50060771,1,158.3633
50060840,1,107.726
50060887,1,171.0912
50060887,2,171.0912
50061005,1,62.5778
50061005,2,62.5778
50061006,1,201.7698
50061006,2,201.7698
50061006,3,201.7698
50061064,1,188.1346
50061064,2,188.1346
50061064,3,188.1346
50061139,1,119.8317
50061141,1,107.8045
50061141,2,107.8045
50061254,1,144.9706
50061309,1,84.732
50061309,2,84.732
50061314,1,76.1575
50061549,1,86.9406
50061549,2,86.9406
50061558,1,78.94
50061558,2,78.94
50061609,1,366.0902
50061610,1,563.8673
50061610,2,563.8673
50061610,3,563.8673
50061634,1,144.6026
50061634,2,144.6026
50061647,1,261.9379
50061672,1,106.4834
50061672,2,106.4834
50061702,1,58.1304
50061702,2,58.1304
50061745,1,123.3147
50061745,2,123.3147
50061782,1,209.044
50061835,1,134.6201
50061884,1,105.1786
50061884,2,105.1786
50061885,1,231.7525
50061885,2,231.7525
50061924,1,383.4715
50061933,1,513.321
50061933,2,513.321
50061933,3,513.321
50061933,4,513.321
50061959,1,78.94
50061959,2,78.94
50062040,1,335.4592
50062095,1,212.3588
50062095,2,212.3588
50062095,3,212.3588
50062095,4,212.3588
50062154,1,93.3196
50062154,2,93.3196
50062163,1,179.3042
50062163,2,179.3042
50062225,1,279.9432
50062225,2,279.9432
50062225,3,279.9432
50062225,4,279.9432
50062273,1,594.5124
50062273,2,594.5124
50062273,3,594.5124
50062273,4,594.5124
50062308,1,67.1693
50062308,2,67.1693
50062312,1,160.064
50062333,1,211.7401
50062333,2,211.7401
50062333,3,211.7401
50062333,4,211.7401
50062371,1,106.4834
50062371,2,106.4834
50062475,1,100.3622
50062538,1,211.0686
50062538,2,211.0686
50062538,3,211.0686
50062538,4,211.0686
50062538,5,211.0686
50062650,1,142.8307
50062650,2,142.8307
50062654,1,235.9934
50062869,1,205.4056
50062869,2,205.4056
50062869,3,205.4056
50062869,4,205.4056
50062869,5,205.4056
50062995,1,138.9446
50062995,2,138.9446
50062995,3,138.9446
50063022,1,123.3147
50063022,2,123.3147
50063025,1,85.8752
50063025,2,85.8752
50063161,1,273.914
50063161,2,273.914
50063161,3,273.914
50063161,4,273.914
50063181,1,253.8381
50063271,1,74.9794
50063273,1,140.7345
50063293,1,62.3955
50063293,2,62.3955
50063311,1,165.4272
50063390,1,105.4708
50063435,1,235.748
50063468,1,129.4628
50063468,2,129.4628
50063530,1,129.4628
50063530,2,129.4628
50063584,1,82.7763
50063601,1,93.6982
50063678,1,106.4834
50063678,2,106.4834
50063706,1,97.884
50063706,2,97.884
50063797,1,400.511
50063797,2,400.511
50063797,3,400.511
50063797,4,400.511
50063797,5,400.511
50063906,1,132.6335
50063988,1,149.1393
50063988,2,149.1393
50063988,3,149.1393
50064046,1,99.1324
50064070,1,332.8539
50064070,2,332.8539
50064070,3,332.8539
50064070,4,332.8539
50064091,1,212.3588
50064091,2,212.3588
50064091,3,212.3588
50064091,4,212.3588
50064100,1,202.5285
50064100,2,202.5285
50064100,3,202.5285
50064347,1,137.1606
50064347,2,137.1606
50064347,3,137.1606
50064375,1,146.3966
50064375,2,146.3966
50064377,1,105.373
50064377,2,105.373
50064396,1,261.7207
50064396,2,261.7207
50064396,3,261.7207
50064396,4,261.7207
50064406,1,78.94
50064406,2,78.94
50064474,1,178.8794
50064474,2,178.8794
50064481,1,314.6125
50064481,2,314.6125
50064481,3,314.6125
50064481,4,314.6125
50064511,1,118.3633
50064534,1,249.3553
50064534,2,249.3553
50064534,3,249.3553
50064589,1,132.6335
50064680,1,106.4834
50064680,2,106.4834
50064774,1,189.2843
50064781,1,262.051
50064781,2,262.051
50064781,3,262.051
50064803,1,78.94
50064803,2,78.94
50064916,1,261.4985
50064916,2,261.4985
50064916,3,261.4985
50064916,4,261.4985
50064916,5,261.4985
50064916,6,261.4985
50064974,1,122.554
50064996,1,126.1161
50064996,2,126.1161
50064999,1,155.2124
50064999,2,155.2124
50065030,1,94.717
50065106,1,163.9709
50065106,2,163.9709
50065156,1,179.3042
50065156,2,179.3042
50065277,1,89.0044
50065277,2,89.0044
50065313,1,307.6636
50065313,2,307.6636
50065535,1,215.7963
50065535,2,215.7963
50065535,3,215.7963
50065608,1,146.3966
50065608,2,146.3966
50065614,1,160.0436
50065614,2,160.0436
50065614,3,160.0436
50065639,1,126.4119
50065681,1,190.9568
50065755,1,208.2002
50065770,1,91.2148
50065770,2,91.2148
50065809,1,247.0287
50065809,2,247.0287
50065881,1,106.4834
50065881,2,106.4834
50065882,1,93.3196
50065882,2,93.3196
50065925,1,267.2054
50065925,2,267.2054
50065945,1,249.3553
50065945,2,249.3553
50065945,3,249.3553
50065950,1,366.0902
50065982,1,91.2148
50065982,2,91.2148
50066074,1,132.3625
50066074,2,132.3625
50066097,1,127.8764
50066097,2,127.8764
50066150,1,120.7459
50066150,2,120.7459
50066164,1,97.884
50066164,2,97.884
50066166,1,118.3788
50066166,2,118.3788
50066245,1,202.5285
50066245,2,202.5285
50066245,4,202.5285
50066260,1,84.732
50066260,2,84.732
50066302,1,135.4384
50066302,2,135.4384
50066370,1,100.3622
50066384,1,107.8045
50066384,2,107.8045
50066408,1,177.6082
50066408,2,177.6082
50066449,1,192.9708
50066449,2,192.9708
50066449,3,192.9708
50066490,1,118.0638
50066490,2,118.0638
50066590,1,163.9709
50066590,2,163.9709
50066638,1,144.321
50066638,2,144.321
50066638,3,144.321
50066775,1,163.9709
50066775,2,163.9709
50066802,1,262.051
50066802,2,262.051
50066802,3,262.051
50066812,1,327.069
50066812,2,327.069
50066812,3,327.069
50066935,1,381.5334
50067095,1,97.884
50067095,2,97.884
50067141,1,266.6484
50067141,2,266.6484
50067141,3,266.6484
50067279,1,252.2516
50067279,2,252.2516
50067338,1,179.2561
50067338,2,179.2561
50067338,3,179.2561
50067394,1,155.2124
50067394,2,155.2124
50067434,1,118.0638
50067434,2,118.0638
50067474,1,85.0585
50067482,1,233.4859
50067599,1,220.891
50067599,2,220.891
50067699,1,268.2923
50067699,2,268.2923
50067699,3,268.2923
50067722,1,372.0462
50067722,2,372.0462
50067722,3,372.0462
50067722,4,372.0462
50067777,1,239.537
50067777,2,239.537
50067777,3,239.537
50067808,1,400.511
50067808,2,400.511
50067808,3,400.511
50067808,4,400.511
50067814,1,84.9796
50067814,2,84.9796
50067861,1,170.5716
50067861,2,170.5716
50067861,3,170.5716
50067864,1,592.6229
50067864,2,592.6229
50067864,3,592.6229
50067942,1,109.6345
50067942,2,109.6345
50067969,1,155.2124
50067969,2,155.2124
50067984,1,118.0225
50067984,2,118.0225
50068018,1,335.4592
50068029,1,165.4272
50068081,1,128.624
50068159,1,78.94
50068159,2,78.94
50068160,1,180.1139
50068165,1,366.0902
50068166,1,366.0902
50068221,1,155.2124
50068221,2,155.2124
50068237,1,211.0686
50068237,2,211.0686
50068237,3,211.0686
50068237,4,211.0686
50068237,5,211.0686
50068237,6,211.0686
50068263,1,376.3373
50068310,1,240.0213
50068382,1,194.5901
50068382,2,194.5901
50068391,1,268.2923
50068391,2,268.2923
50068391,3,268.2923
50068411,1,271.9634
50068411,2,271.9634
50068466,1,117.7463
50068493,1,240.0213
50068637,1,57.4181
50068637,2,57.4181
50068725,1,376.3373
50068732,1,250.7277
50068748,1,93.3196
50068748,2,93.3196
50068781,1,83.4051
50068820,1,118.0638
50068820,2,118.0638
50068831,1,96.5088
50068831,2,96.5088
50068861,1,119.8317
50068879,1,373.0546
50068879,2,373.0546
50068879,3,373.0546
50068879,4,373.0546
50068879,5,373.0546
50068946,1,132.3625
50068946,2,132.3625
50068972,1,158.3633
50069036,1,100.3622
50069038,1,128.624
50069102,1,83.4051
50069170,1,104.323
50069170,2,104.323
50069187,1,118.0638
50069187,2,118.0638
50069198,1,525.9775
50069287,1,517.8642
50069287,2,517.8642
50069287,3,517.8642
50069287,4,517.8642
50069310,1,223.4298
50069319,1,247.198
50069345,1,182.7831
50069345,2,182.7831
50069345,3,182.7831
50069377,1,267.8841
50069377,2,267.8841
50069377,3,267.8841
50069377,4,267.8841
50069379,1,411.2566
50069379,2,411.2566
50069379,3,411.2566
50069379,4,411.2566
50069397,1,123.3147
50069397,2,123.3147
50069399,1,85.8293
50069399,2,85.8293
50069409,1,366.0902
50069504,1,282.5871
50069504,2,282.5871
50069510,1,235.9934
50069728,1,111.4076
50069784,1,329.5498
50069784,2,329.5498
50069784,3,329.5498
50069784,4,329.5498
50069784,5,329.5498
50069793,1,226.5553
50069793,2,226.5553
50069793,3,226.5553
50069793,4,226.5553
50069793,5,226.5553
50069793,6,226.5553
50069845,1,112.5991
50069845,2,112.5991
50069938,1,128.5662
50069962,1,160.064
50069972,1,202.5285
50069972,2,202.5285
50069972,3,202.5285
50070177,1,250.5764
50070177,2,250.5764
50070177,3,250.5764
50070177,4,250.5764
50070222,1,119.8317
50070344,1,108.0921
50070344,2,108.0921
50070550,1,132.0372
50070550,2,132.0372
50070717,1,159.5045
50070758,1,78.94
50070758,2,78.94
50070806,1,105.373
50070806,2,105.373
50070868,1,118.3633
50070886,1,105.373
50070886,2,105.373
50070936,1,181.6214
50071037,1,152.9076
50071037,2,152.9076
50071042,1,112.5991
50071042,2,112.5991
50071057,1,163.9709
50071057,2,163.9709
50071076,1,188.6843
50071076,2,188.6843
50071076,3,188.6843
50071248,1,118.3633
50071307,1,250.5764
50071307,2,250.5764
50071307,3,250.5764
50071307,4,250.5764
50071307,5,250.5764
50071343,1,207.4947
50071408,1,164.3384
50071408,2,164.3384
50071414,1,110.2238
50071543,1,93.3196
50071543,2,93.3196
50071560,1,280.6569
50071560,2,280.6569
50071560,3,280.6569
50071560,4,280.6569
50071579,1,261.9379
50071579,2,261.9379
50071579,3,261.9379
50071579,4,261.9379
50071579,5,261.9379
50071580,1,119.8317
50071636,1,428.0662
50071636,2,428.0662
50071636,3,428.0662
50071636,4,428.0662
50071658,1,309.5386
50071658,2,309.5386
50071658,3,309.5386
50071658,4,309.5386
50071658,5,309.5386
50071740,1,306.5531
50071740,2,306.5531
50071740,3,306.5531
50071740,4,306.5531
50071740,5,306.5531
50071740,6,306.5531
50071748,1,89.6945
50071748,2,89.6945
50071752,1,207.3522
50071752,2,207.3522
50071752,3,207.3522
50071767,1,146.7872
50071767,2,146.7872
50071793,1,97.884
50071793,2,97.884
50071805,1,250.5764
50071805,2,250.5764
50071805,3,250.5764
50071805,4,250.5764
50071826,1,172.5433
50071852,1,261.7207
50071852,2,261.7207
50071852,3,261.7207
50071852,4,261.7207
50071867,1,309.5386
50071867,2,309.5386
50071867,3,309.5386
50071867,4,309.5386
50071867,5,309.5386
50071876,1,244.142
50071891,1,184.521
50071891,2,184.521
50071891,3,184.521
50071891,4,184.521
50071891,5,184.521
50071893,1,202.5285
50071893,2,202.5285
50071893,3,202.5285
50071894,1,105.373
50071894,2,105.373
50071907,1,362.9006
50071907,2,362.9006
50071907,3,362.9006
50071907,4,362.9006
50071907,5,362.9006
50071998,1,263.7094
50071998,2,263.7094
50071998,3,263.7094
50072000,1,127.4881
50072000,2,127.4881
50072000,3,127.4881
50072028,1,84.732
50072028,2,84.732
50072031,1,122.554
50072085,1,128.624
50072094,1,80.7334
50072094,2,80.7334
50072106,1,261.7207
50072106,2,261.7207
50072106,3,261.7207
50072106,4,261.7207
50072125,1,250.7277
50072139,1,226.5553
50072139,2,226.5553
50072139,3,226.5553
50072139,4,226.5553
50072142,1,180.1139
50072187,1,132.3625
50072187,2,132.3625
50072193,1,136.2902
50072214,1,126.1161
50072214,2,126.1161
50072286,1,90.8072
50072286,2,90.8072
50072316,1,108.5554
50072359,1,293.7183
50072359,2,293.7183
50072408,1,152.6913
50072408,2,152.6913
50072408,3,152.6913
50072450,1,404.7659
50072450,2,404.7659
50072450,3,404.7659
50072450,4,404.7659
50072530,1,261.9379
50072530,2,261.9379
50072594,1,146.3966
50072594,2,146.3966
50072619,1,89.6945
50072619,2,89.6945
50072657,1,147.2441
50072657,2,147.2441
50072698,1,166.8322
50072698,2,166.8322
50072698,3,166.8322
50072698,4,166.8322
50072698,5,166.8322
50072741,1,130.4518
50072816,1,155.2124
50072816,2,155.2124
50072969,1,85.8293
50072969,2,85.8293
50072976,1,208.8326
50073078,1,104.323
50073078,2,104.323
50073082,1,216.9083
50073082,2,216.9083
50073082,3,216.9083
50073082,4,216.9083
50073105,1,207.4947
50073118,1,173.1266
50073118,2,173.1266
50073118,3,173.1266
50073181,1,82.3831
50073186,1,86.9102
50073186,2,86.9102
50073207,1,121.8036
50073207,2,121.8036
50073208,1,287.5393
50073208,2,287.5393
50073208,3,287.5393
50073208,4,287.5393
50073208,5,287.5393
50073233,1,366.0902
50073273,1,118.0638
50073273,2,118.0638
50073285,1,254.9607
50073285,2,254.9607
50073311,1,312.2705
50073322,1,90.8072
50073322,2,90.8072
50073353,1,180.0114
50073353,2,180.0114
50073373,1,106.4834
50073373,2,106.4834
50073509,1,315.5561
50073531,1,197.2662
50073531,2,197.2662
50073531,3,197.2662
50073531,4,197.2662
50073531,5,197.2662
50073639,1,184.7165
50073644,1,105.373
50073644,2,105.373
50073645,1,114.2963
50073645,2,114.2963
50073657,1,152.6913
50073657,2,152.6913
50073657,3,152.6913
50073710,1,119.8317
50073747,1,191.0992
50073747,2,191.0992
50073765,1,167.6635
50073862,1,160.064
50073905,1,184.6216
50073905,2,184.6216
50073999,1,86.1044
50073999,2,86.1044
50074111,1,171.2634
50074111,2,171.2634
50074138,1,93.6982
50074238,1,253.8381
50074302,1,366.0902
50074302,2,366.0902
50074311,1,202.0998
50074311,2,202.0998
50074376,1,724.8876
50074376,2,724.8876
50074376,3,724.8876
50074386,1,156.0269
50074386,2,156.0269
50074395,1,118.3633
50074479,1,216.9083
50074479,2,216.9083
50074479,3,216.9083
50074479,4,216.9083
70000026,1,639.9999
70000026,2,639.9999
70000027,1,72.8788
70000032,1,70.4019
70000039,1,72.563
70000039,2,72.563
70000039,3,72.563
70000048,1,183.1236
70000050,1,191.946
70000050,2,191.946
70000050,3,191.946
70000050,4,191.946
70000051,1,102.7085
70000051,2,102.7085
70000052,1,72.5707
70000052,2,72.5707
70000054,1,102.1008
70000054,2,102.1008
70000057,1,119.2811
70000060,1,70.4019
70000060,2,70.4019
70000062,1,72.5757
70000065,1,100.5436
70000065,2,100.5436
70000069,1,192.1311
70000069,2,192.1311
70000069,3,192.1311
70000073,1,280.9366
70000073,2,280.9366
70000079,1,201.6701
70000079,2,201.6701
70000079,3,201.6701
70000080,1,70.4537
70000080,2,70.4537
70000080,3,70.4537
70000081,1,73.6675
70000082,1,96.5643
70000082,2,96.5643
70000086,1,77.778
70000086,2,77.778
70000091,1,72.563
70000091,2,72.563
70000091,3,72.563
70000091,4,72.563
70000098,1,549.9851
70000098,2,549.9851
70000098,3,549.9851
70000098,4,549.9851
70000098,5,549.9851
70000098,6,549.9851
70000103,1,70.7725
70000103,2,70.7725
70000103,3,70.7725
70000104,1,582.0558
70000104,2,582.0558
70000108,1,72.5805
70000108,2,72.5805
70000108,3,72.5805
70000110,1,70.4019
70000114,1,659.9999
70000114,2,659.9999
70000114,3,659.9999
70000114,4,659.9999
70000114,5,659.9999
70000116,1,510.3081
70000116,2,510.3081
70000119,1,191.9463
70000119,2,191.9463
70000119,3,191.9463
70000119,4,191.9463
70000120,1,72.8272
70000125,1,161.7167
70000131,1,66.199
70000131,2,66.199
70000131,3,66.199
70000131,4,66.199
70000131,5,66.199
70000135,1,94.3129
70000135,2,94.3129
70000135,3,94.3129
70000144,1,100.6446
70000145,1,72.563
70000145,2,72.563
70000151,1,94.4405
70000151,2,94.4405
70000157,1,1078.9779
70000157,2,1078.9779
70000157,3,1078.9779
70000157,4,1078.9779
70000158,1,70.4019
70000158,2,70.4019
70000161,1,818.4814
70000161,2,818.4814
70000164,1,167.5387
70000180,1,70.4019
70000181,1,303.4778
70000181,2,303.4778
70000194,1,202.5536
70000194,2,202.5536
70000194,3,202.5536
70000196,1,70.4468
70000196,2,70.4468
70000196,3,70.4468
70000196,4,70.4468
70000204,1,192.9562
70000204,2,192.9562
70000227,1,117.3992
70000227,2,117.3992
70000227,3,117.3992
70000227,4,117.3992
70000230,1,103.4949
70000230,2,103.4949
70000230,3,103.4949
70000230,4,103.4949
70000230,5,103.4949
70000230,6,103.4949
70000230,7,103.4949
70000261,1,74.0248
70000277,1,181.7588
70000277,2,181.7588
70000277,3,181.7588
70000277,4,181.7588
70000279,1,70.4019
70000279,2,70.4019
70000279,3,70.4019
70000302,1,61.8128
70000377,1,508.9832
70000377,2,508.9832
70000377,3,508.9832
70000381,1,72.563
70000381,2,72.563
70000408,1,96.2233
70000408,2,96.2233
70000416,1,70.4019
70000426,1,63.2964
70000426,2,63.2964
70000426,3,63.2964
70000426,4,63.2964
70000439,1,72.7175
70000439,2,72.7175
70000484,1,110.8785
70000484,2,110.8785
70000485,1,70.4056
70000488,1,67.2289
70000488,2,67.2289
70000513,1,72.563
70000513,2,72.563
70000546,1,96.8215
70000546,2,96.8215
70000553,1,115.8446
70000553,2,115.8446
70000553,3,115.8446
70000562,1,111.452
70000562,2,111.452
70000567,1,1007.9453
70000567,2,1007.9453
70000567,3,1007.9453
70000567,4,1007.9453
70000567,5,1007.9453
70000631,1,196.56
70000631,2,196.56
70000631,3,196.56
70000631,4,196.56
70000631,5,196.56
70000674,1,192.0663
70000674,2,192.0663
70000776,1,194
70000776,2,194
70000776,3,194
70000776,4,194
70000776,5,194
70000781,1,196.8707
70000781,2,196.8707
70000781,3,196.8707
70000781,4,196.8707
70000781,5,196.8707
70000852,1,1663.5099
70000852,2,1663.5099
70000852,3,1663.5099
70000881,1,72.563
70000881,2,72.563
70000887,1,70.347
70000887,2,70.347
70000906,1,1736.4723
70000906,2,1736.4723
70000906,3,1736.4723
70000945,1,77.5949
70000945,2,77.5949
70000945,3,77.5949
70000945,4,77.5949
70000945,5,77.5949
70000945,6,77.5949
70000954,1,93.791
70000954,2,93.791
70000973,1,72.665
70000987,1,62.1766
70000987,2,62.1766
70000987,3,62.1766
70000987,4,62.1766
70000987,5,62.1766
70000987,6,62.1766
70001004,1,70.4019
70001004,2,70.4019
70001004,3,70.4019
70001029,1,73.4619
70001029,2,73.4619
70001029,3,73.4619
70001029,4,73.4619
70001029,5,73.4619
70001046,1,191.9176
70001046,2,191.9176
70001046,3,191.9176
70001046,4,191.9176
70001065,1,640.3846
70001065,2,640.3846
70001065,3,640.3846
70001071,1,64.1786
70001071,2,64.1786
70001071,3,64.1786
70001071,4,64.1786
70001071,5,64.1786
70001090,1,68.7946
70001136,1,191.9649
70001136,2,191.9649
70001136,3,191.9649
70001136,4,191.9649
70001139,1,100.4718
70001139,2,100.4718
70001139,3,100.4718
70001171,1,63.5701
70001200,1,639.9993
70001200,2,639.9993
70001200,3,639.9993
70001200,4,639.9993
70001234,1,60.5679
70001234,2,60.5679
70001234,3,60.5679
70001234,4,60.5679
70001308,1,72.9572
70001308,2,72.9572
70001308,3,72.9572
70001308,4,72.9572
70001383,1,261.5196
70001383,2,261.5196
70001383,3,261.5196
70001392,1,1731.3237
70001392,2,1731.3237
70001411,1,66.4694
70001411,2,66.4694
70001411,3,66.4694
70001411,4,66.4694
70001417,1,191.9271
70001417,2,191.9271
70001417,3,191.9271
70001417,4,191.9271
70001417,5,191.9271
70001455,1,72.5852
70001455,2,72.5852
70001455,3,72.5852
70001480,1,659.9998
70001480,2,659.9998
70001480,3,659.9998
70001480,4,659.9998
70001480,5,659.9998
70001502,1,70.4019
70001502,2,70.4019
70001507,1,108.3273
70001507,2,108.3273
70001515,1,649.4696
70001515,2,649.4696
70001515,3,649.4696
70001537,1,70.4019
70001537,2,70.4019
70001575,1,192.3327
70001575,2,192.3327
70001575,3,192.3327
70001578,1,191.9232
70001578,2,191.9232
70001578,3,191.9232
70001578,4,191.9232
70001595,1,1732.9818
70001595,2,1732.9818
70001595,3,1732.9818
70001595,4,1732.9818
70001630,1,90.4218
70001630,2,90.4218
70001630,3,90.4218
70001630,4,90.4218
70001677,1,236.1506
70001677,2,236.1506
70001677,3,236.1506
70001677,4,236.1506
70001677,5,236.1506
70001698,1,205.9946
70001698,2,205.9946
70001698,3,205.9946
70001698,4,205.9946
70001698,5,205.9946
70001710,1,852.9901
70001718,1,72.5675
70001718,2,72.5675
70001719,1,61.4821
70001719,2,61.4821
70001719,3,61.4821
70001719,4,61.4821
70001719,5,61.4821
70001719,6,61.4821
70001719,7,61.4821
70001737,1,1744.5647
70001737,2,1744.5647
70001737,3,1744.5647
70001737,4,1744.5647
70001750,1,192.3871
70001750,2,192.3871
70001750,3,192.3871
70001763,1,385.7975
70001763,2,385.7975
70001763,3,385.7975
70001763,4,385.7975
70001763,5,385.7975
70001777,1,827.5846
70001790,1,193.6338
70001790,2,193.6338
70001790,3,193.6338
70001790,4,193.6338
70001804,1,215.8969
70001804,2,215.8969
70001846,1,767.4263
70001846,2,767.4263
70001846,3,767.4263
70001846,4,767.4263
70001867,1,192.0341
70001867,2,192.0341
70001867,3,192.0341
70001896,1,95.3868
70001899,1,96.6644
70001899,2,96.6644
70001906,1,659.9998
70001906,2,659.9998
70001906,3,659.9998
70001906,4,659.9998
70001908,1,1003.2698
70001908,2,1003.2698
70001908,3,1003.2698
70001911,1,61.8949
70001911,2,61.8949
70001912,1,70.4019
70001913,1,157.3793
70001913,2,157.3793
70001913,3,157.3793
70001913,4,157.3793
70001913,5,157.3793
70001914,1,70.4019
70001914,2,70.4019
70001915,1,68.7938
70001915,2,68.7938
70001922,1,96.4361
70001923,1,100.4718
70001923,2,100.4718
70001924,1,61.6691
70001927,1,639.9997
70001927,2,639.9997
70001927,3,639.9997
70001928,1,998.8103
70001928,2,998.8103
70001928,3,998.8103
70001928,4,998.8103
70001928,5,998.8103
70001932,1,72.577
70001932,2,72.577
70001932,3,72.577
70001932,4,72.577
70001965,1,70.4019
70001965,2,70.4019
70001966,1,601.0687
70001966,2,601.0687
70001966,3,601.0687
70001970,1,101.9518
70001970,2,101.9518
70001974,1,74.3865
70001974,2,74.3865
70001975,1,70.4019
70001975,2,70.4019
70001978,1,70.4019
70002003,1,72.563
70002009,1,72.563
70002009,2,72.563
70002013,1,70.407
70002021,1,102.6273
70002021,2,102.6273
70002021,3,102.6273
70002026,1,823.8014
70002026,2,823.8014
70002028,1,651.5674
70002028,2,651.5674
70002030,1,124.1979
70002030,2,124.1979
70002030,3,124.1979
70002032,1,70.4021
70002032,2,70.4021
70002037,1,72.563
70002037,2,72.563
70002039,1,70.402
70002040,1,70.8318
70002040,2,70.8318
70002040,3,70.8318
70002040,4,70.8318
70002051,1,72.563
70002069,1,73.8618
70002069,2,73.8618
70002070,1,72.563
70002070,2,72.563
70002070,3,72.563
70002090,1,72.563
70002090,2,72.563
70002090,3,72.563
70002093,1,60.9738
70002093,2,60.9738
70002093,3,60.9738
70002096,1,72.563
70002096,2,72.563
70002100,1,117.7007
70002100,2,117.7007
70002107,1,93.7981
70002107,2,93.7981
70002109,1,101.0567
70002110,1,109.3391
70002110,2,109.3391
70002110,3,109.3391
70002110,4,109.3391
70002122,1,72.6689
70002122,2,72.6689
70002127,1,70.4019
70002131,1,882.3776
70002131,2,882.3776
70002131,3,882.3776
70002171,1,107.0521
70002171,2,107.0521
70002171,3,107.0521
70002175,1,100.9433
70002175,2,100.9433
70002175,3,100.9433
70002226,1,70.4019
70002226,2,70.4019
70002227,1,72.6563
70002230,1,132.0704
70002230,2,132.0704
70002231,1,72.9125
70002231,2,72.9125
70002231,3,72.9125
70002232,1,73.0399
70002232,2,73.0399
70002250,1,70.4057
70002253,1,72.563
70002253,2,72.563
70002254,1,109.7285
70002254,2,109.7285
70002254,3,109.7285
70002260,1,755.665
70002268,1,825.0703
70002268,2,825.0703
