sampno,perno,wtperfin
70032334,3,906.8355
70032334,4,906.8355
70032344,1,93.7893
70032351,1,142.8367
70032354,1,181.7149
70032354,2,181.7149
70032364,1,898.072
70032364,2,898.072
70032364,3,898.072
70032366,1,100.5311
70032366,2,100.5311
70032366,3,100.5311
70032366,4,100.5311
70032371,1,100.4718
70032371,2,100.4718
70032371,3,100.4718
70032379,1,601.4424
70032379,2,601.4424
70032388,1,1648.8786
70032388,2,1648.8786
70032388,3,1648.8786
70032388,4,1648.8786
70032388,5,1648.8786
70032390,1,101.0593
70032391,1,119.4769
70032391,2,119.4769
70032399,1,118.7022
70032399,2,118.7022
70032399,3,118.7022
70032400,1,118.6911
70032405,1,635.7734
70032405,2,635.7734
70032426,1,359.1384
70032426,2,359.1384
70032429,1,118.6911
70032429,2,118.6911
70032430,1,118.6949
70032430,2,118.6949
70032430,3,118.6949
70032430,4,118.6949
70032430,5,118.6949
70032430,6,118.6949
70032432,1,118.6969
70032432,2,118.6969
70032432,3,118.6969
70032432,4,118.6969
70032432,5,118.6969
70032432,6,118.6969
70032434,1,65.8409
70032434,2,65.8409
70032434,3,65.8409
70032434,4,65.8409
70032437,1,118.8022
70032437,2,118.8022
70032437,3,118.8022
70032437,4,118.8022
70032437,5,118.8022
70032437,6,118.8022
70032449,1,118.7705
70032450,1,184.0538
70032450,2,184.0538
70032450,3,184.0538
70032452,1,1744.9076
70032458,1,100.9708
70032458,2,100.9708
70032458,3,100.9708
70032473,1,182.9525
70032483,1,181.7271
70032496,1,250.2885
70032497,1,182.9037
70032505,1,639.5806
70032510,1,637.4696
70032515,1,584.6561
70032518,1,1711.5201
70032518,2,1711.5201
70032518,3,1711.5201
70032518,4,1711.5201
70032518,5,1711.5201
70032522,1,112.0862
70032522,2,112.0862
70032523,1,100.7769
70032523,2,100.7769
70032523,3,100.7769
70032523,4,100.7769
70032525,1,193.6964
70032525,2,193.6964
70032525,3,193.6964
70032528,1,102.1748
70032530,1,1744.7457
70032530,2,1744.7457
70032530,3,1744.7457
70032530,4,1744.7457
70032530,5,1744.7457
70032532,1,72.563
70032536,1,102.4585
70032536,2,102.4585
70032536,3,102.4585
70032536,4,102.4585
70032540,1,192.8646
70032540,2,192.8646
70032540,3,192.8646
70032541,1,72.5717
70032541,2,72.5717
70032541,3,72.5717
70032547,1,660
70032547,2,660
70032547,3,660
70032547,4,660
70032547,5,660
70032560,1,1555.0542
70032560,2,1555.0542
70032582,1,549.8534
70032582,2,549.8534
70032584,1,192.4243
70032584,2,192.4243
70032584,3,192.4243
70032592,1,195.1453
70032592,2,195.1453
70032595,1,639.9966
70032595,2,639.9966
70032595,3,639.9966
70032595,4,639.9966
70032597,1,80.2798
70032605,1,191.9362
70032605,2,191.9362
70032605,3,191.9362
70032606,1,1725.0179
70032606,2,1725.0179
70032606,3,1725.0179
70032606,4,1725.0179
70032610,1,118.7284
70032610,2,118.7284
70032610,3,118.7284
70032612,1,1000.6211
70032612,2,1000.6211
70032614,1,191.9431
70032614,2,191.9431
70032614,3,191.9431
70032622,1,70.4034
70032622,2,70.4034
70032627,1,102.7116
70032627,2,102.7116
70032629,1,637.4556
70032629,2,637.4556
70032629,3,637.4556
70032633,1,118.694
70032633,2,118.694
70032639,1,100.4725
70032639,2,100.4725
70032644,1,1744.5183
70032644,2,1744.5183
70032653,1,1525.9395
70032653,2,1525.9395
70032653,3,1525.9395
70032653,4,1525.9395
70032655,1,909.2086
70032655,2,909.2086
70032655,3,909.2086
70032655,4,909.2086
70032660,1,191.9618
70032660,2,191.9618
70032663,1,72.563
70032663,2,72.563
70032670,1,73.0343
70032673,1,895.3466
70032673,2,895.3466
70032673,3,895.3466
70032673,4,895.3466
70032673,5,895.3466
70032675,1,375.7505
70032678,1,104.7489
70032678,2,104.7489
70032678,3,104.7489
70032679,1,100.4724
70032679,2,100.4724
70032679,3,100.4724
70032679,4,100.4724
70032683,1,100.4731
70032683,2,100.4731
70032684,1,72.6066
70032684,2,72.6066
70032687,1,94.827
70032687,2,94.827
70032688,1,183.9207
70032688,2,183.9207
70032690,1,100.4714
70032690,2,100.4714
70032690,3,100.4714
70032690,4,100.4714
70032692,1,100.7613
70032692,2,100.7613
70032692,3,100.7613
70032692,4,100.7613
70032692,5,100.7613
70032699,1,118.6913
70032699,2,118.6913
70032701,1,118.6919
70032701,2,118.6919
70032701,3,118.6919
70032701,4,118.6919
70032711,1,118.7041
70032712,1,192.4122
70032712,2,192.4122
70032713,1,100.4716
70032714,1,100.4715
70032714,2,100.4715
70032714,3,100.4715
70032714,4,100.4715
70032714,5,100.4715
70032714,6,100.4715
70032716,1,901.2513
70032716,2,901.2513
70032716,3,901.2513
70032724,1,102.4788
70032724,2,102.4788
70032724,3,102.4788
70032724,4,102.4788
70032725,1,108.4638
70032725,2,108.4638
70032725,3,108.4638
70032725,4,108.4638
70032729,1,660.8631
70032729,2,660.8631
70032729,3,660.8631
70032729,4,660.8631
70032731,1,68.8497
70032731,2,68.8497
70032731,3,68.8497
70032731,4,68.8497
70032738,1,101.7873
70032738,2,101.7873
70032739,1,72.9063
70032741,1,65.4437
70032741,2,65.4437
70032741,3,65.4437
70032741,4,65.4437
70032748,1,119.1005
70032748,2,119.1005
70032748,3,119.1005
70032752,1,72.563
70032753,1,100.4842
70032753,2,100.4842
70032753,3,100.4842
70032754,1,101.3408
70032754,2,101.3408
70032754,3,101.3408
70032754,4,101.3408
70032758,1,182.9575
70032758,2,182.9575
70032759,1,239.5468
70032759,2,239.5468
70032759,3,239.5468
70032765,1,1637.5883
70032765,2,1637.5883
70032766,1,100.5708
70032766,2,100.5708
70032766,3,100.5708
70032766,4,100.5708
70032766,5,100.5708
70032768,1,67.7896
70032768,2,67.7896
70032768,3,67.7896
70032769,1,101.4179
70032769,2,101.4179
70032769,3,101.4179
70032769,4,101.4179
70032775,1,623.7533
70032775,2,623.7533
70032775,3,623.7533
70032777,1,72.5686
70032778,1,70.4119
70032780,1,912.2144
70032780,2,912.2144
70032780,3,912.2144
70032789,1,61.5914
70032793,1,102.8911
70032793,2,102.8911
70032793,3,102.8911
70032793,4,102.8911
70032795,1,100.5998
70032795,2,100.5998
70032795,3,100.5998
70032798,1,100.6647
70032798,2,100.6647
70032798,3,100.6647
70032798,4,100.6647
70032801,1,70.7283
70032801,2,70.7283
70032805,1,118.692
70032806,1,639.9999
70032806,2,639.9999
70032806,3,639.9999
70032817,1,118.6918
70032817,2,118.6918
70032823,1,100.4718
70032823,2,100.4718
70032825,1,833.971
70032825,2,833.971
70032829,1,486.9587
70032829,2,486.9587
70032829,3,486.9587
70032829,4,486.9587
70032829,5,486.9587
70032830,1,100.4733
70032830,2,100.4733
70032830,3,100.4733
70032830,4,100.4733
70032830,5,100.4733
70032831,1,639.6753
70032831,2,639.6753
70032831,3,639.6753
70032831,4,639.6753
70032831,5,639.6753
70032831,6,639.6753
70032832,1,640
70032842,1,69.1074
70032842,2,69.1074
70032842,3,69.1074
70032842,4,69.1074
70032853,1,72.8417
70032860,1,596.3943
70032860,2,596.3943
70032860,3,596.3943
70032860,4,596.3943
70032860,5,596.3943
70032864,1,118.9969
70032864,2,118.9969
70032864,3,118.9969
70032864,4,118.9969
70032864,5,118.9969
70032864,6,118.9969
70032873,1,920.5323
70032873,2,920.5323
70032873,3,920.5323
70032874,1,100.5005
70032874,2,100.5005
70032874,3,100.5005
70032874,4,100.5005
70032876,1,99.5607
70032881,1,70.4019
70032887,1,1460.0675
70032887,2,1460.0675
70032887,3,1460.0675
70032887,4,1460.0675
70032887,5,1460.0675
70032888,1,72.9015
70032892,1,72.5648
70032895,1,639.1749
70032896,1,118.6917
70032897,1,181.9389
70032897,2,181.9389
70032898,1,200.6815
70032899,1,119.1452
70032899,2,119.1452
70032899,3,119.1452
70032899,4,119.1452
70032901,1,70.4034
70032903,1,852.9546
70032903,2,852.9546
70032903,3,852.9546
70032903,4,852.9546
70032903,5,852.9546
70032913,1,118.6915
70032919,1,70.6869
70032921,1,70.4019
70032921,2,70.4019
70032923,1,907.0245
70032923,2,907.0245
70032923,4,907.0245
70032923,5,907.0245
70032929,1,171.7353
70032931,1,1078.9969
70032931,2,1078.9969
70032935,1,648.9771
70032935,2,648.9771
70032935,3,648.9771
70032942,1,977.7733
70032951,1,70.4419
70032961,1,640
70032961,2,640
70032961,3,640
70032963,1,118.7063
70032964,1,118.6944
70032964,2,118.6944
70032967,1,182.1965
70032980,1,103.7643
70032980,2,103.7643
70032982,1,101.7537
70032982,2,101.7537
70032984,1,192.099
70032984,2,192.099
70032984,3,192.099
70032984,4,192.099
70032985,1,70.4045
70032985,2,70.4045
70032988,1,72.7782
70032989,1,604.7783
70032989,2,604.7783
70032989,3,604.7783
70032989,4,604.7783
70032993,1,100.7736
70032993,2,100.7736
70032993,3,100.7736
70032993,4,100.7736
70032994,1,118.757
70032994,2,118.757
70032994,3,118.757
70032994,4,118.757
70032997,1,118.8123
70032999,1,1078.9526
70032999,2,1078.9526
70032999,3,1078.9526
70032999,4,1078.9526
70033006,1,118.6927
70033006,2,118.6927
70033008,1,627.0661
70033008,2,627.0661
70033010,1,307.2439
70033010,2,307.2439
70033010,3,307.2439
70033010,4,307.2439
70033014,1,949.5708
70033024,1,118.8326
70033024,2,118.8326
70033024,3,118.8326
70033024,4,118.8326
70033025,1,118.8023
70033026,1,72.7849
70033032,1,94.4483
70033032,2,94.4483
70033033,1,119.5684
70033033,2,119.5684
70033033,3,119.5684
70033033,4,119.5684
70033033,5,119.5684
70033041,1,182.0822
70033042,1,70.4019
70033045,1,912.8106
70033045,2,912.8106
70033045,3,912.8106
70033045,4,912.8106
70033055,1,181.723
70033055,2,181.723
70033055,3,181.723
70033055,4,181.723
70033071,1,118.6917
70033071,2,118.6917
70033083,1,144.7632
70033083,2,144.7632
70033084,1,72.563
70033084,2,72.563
70033092,1,70.4303
70033093,1,659.9739
70033093,2,659.9739
70033093,3,659.9739
70033097,1,72.5927
70033097,2,72.5927
70033100,1,72.563
70033100,2,72.563
70033102,1,118.7152
70033109,1,72.5775
70033109,2,72.5775
70033112,1,181.7296
70033112,2,181.7296
70033112,3,181.7296
70033112,4,181.7296
70033112,5,181.7296
70033116,1,101.5842
70033116,2,101.5842
70033122,1,70.4019
70033130,1,119.9094
70033130,2,119.9094
70033137,1,639.9136
70033139,1,639.8903
70033141,1,94.828
70033143,1,897.1053
70033143,2,897.1053
70033143,3,897.1053
70033146,1,70.406
70033147,1,619.3012
70033147,2,619.3012
70033147,3,619.3012
70033147,4,619.3012
70033149,1,451.1383
70033152,1,70.4149
70033152,2,70.4149
70033156,1,1651.99
70033156,2,1651.99
70033156,3,1651.99
70033171,1,76.4761
70033176,1,93.8985
70033176,2,93.8985
70033178,1,1522.0035
70033178,2,1522.0035
70033181,1,104.6962
70033181,2,104.6962
70033181,3,104.6962
70033183,1,70.4019
70033185,1,101.3463
70033185,2,101.3463
70033185,3,101.3463
70033192,1,1729.5307
70033192,2,1729.5307
70033194,1,226.3697
70033194,2,226.3697
70033194,3,226.3697
70033194,4,226.3697
70033194,5,226.3697
70033194,6,226.3697
70033195,1,70.4019
70033195,2,70.4019
70033196,1,1078.99
70033198,1,101.1618
70033201,1,100.5041
70033201,2,100.5041
70033201,3,100.5041
70033201,4,100.5041
70033202,1,639.9577
70033202,2,639.9577
70033202,3,639.9577
70033202,4,639.9577
70033202,5,639.9577
70033203,1,70.4167
70033208,1,198.1836
70033208,2,198.1836
70033208,3,198.1836
70033211,1,101.3924
70033211,2,101.3924
70033211,3,101.3924
70033213,1,70.7813
70033213,2,70.7813
70033214,1,100.6221
70033214,2,100.6221
70033214,3,100.6221
70033215,1,70.5962
70033215,2,70.5962
70033217,1,761.5203
70033217,2,761.5203
70033217,3,761.5203
70033218,1,101.699
70033218,2,101.699
70033218,3,101.699
70033218,4,101.699
70033218,5,101.699
70033220,1,221.0258
70033220,2,221.0258
70033221,1,105.4815
70033221,2,105.4815
70033221,3,105.4815
70033221,4,105.4815
70033222,1,100.4719
70033222,2,100.4719
70033226,1,105.5268
70033226,2,105.5268
70033226,3,105.5268
70033229,1,72.563
70033229,2,72.563
70033235,1,909.5659
70033236,1,549.7986
70033236,2,549.7986
70033236,3,549.7986
70033236,4,549.7986
70033236,5,549.7986
70033237,1,118.6912
70033238,1,118.6916
70033238,2,118.6916
70033241,1,674.5649
70033241,2,674.5649
70033241,3,674.5649
70033245,1,893.9681
70033245,2,893.9681
70033245,3,893.9681
70033245,4,893.9681
70033245,5,893.9681
70033245,6,893.9681
70033245,7,893.9681
70033249,1,639.7469
70033252,1,72.6404
70033255,1,114.529
70033255,2,114.529
70033255,3,114.529
70033255,4,114.529
70033255,5,114.529
70033256,1,103.8409
70033256,2,103.8409
70033256,3,103.8409
70033256,4,103.8409
70033256,5,103.8409
70033261,1,901.6419
70033261,2,901.6419
70033261,3,901.6419
70033263,1,118.992
70033263,2,118.992
70033263,3,118.992
70033264,1,639.9999
70033264,2,639.9999
70033292,1,1593.7993
70033292,2,1593.7993
70033294,1,72.5748
70033294,2,72.5748
70033303,1,94.3071
70033303,2,94.3071
70033303,3,94.3071
70033303,4,94.3071
70033303,5,94.3071
70033303,6,94.3071
70033303,7,94.3071
70033303,8,94.3071
70033316,1,101.0466
70033323,1,70.8625
70033323,2,70.8625
70033359,1,61.8428
70033360,1,119.2076
70033360,2,119.2076
70033365,1,118.6945
70033365,2,118.6945
70033365,3,118.6945
70033372,1,73.4701
70033374,1,621.4655
70033374,2,621.4655
70033374,3,621.4655
70033374,4,621.4655
70033374,5,621.4655
70033429,1,549.9652
70033429,2,549.9652
70033441,1,104.356
70033441,2,104.356
70033443,1,1072.7156
70033443,2,1072.7156
70033443,3,1072.7156
70033448,1,659.9998
70033450,1,659.9999
70033453,1,637.8019
70033453,2,637.8019
70033454,1,61.4148
70033454,2,61.4148
70033454,3,61.4148
70033464,1,192.6209
70033464,2,192.6209
70033464,3,192.6209
70033465,1,63.1716
70033465,2,63.1716
70033465,3,63.1716
70033466,1,100.4718
70033466,2,100.4718
70033466,3,100.4718
70033469,1,70.4019
70033475,1,108.9437
70033475,2,108.9437
70033475,3,108.9437
70033475,4,108.9437
70033475,5,108.9437
70033476,1,102.957
70033476,2,102.957
70033479,1,1004.651
70033480,1,472.037
70033480,2,472.037
70033480,3,472.037
70033480,4,472.037
70033481,1,102.1388
70033481,2,102.1388
70033481,3,102.1388
70033481,4,102.1388
70033483,1,111.4346
70033486,1,72.8881
70033493,1,638.5173
70033495,1,119.3723
70033495,2,119.3723
70033495,3,119.3723
70033498,1,102.9236
70033498,2,102.9236
70033498,3,102.9236
70033498,4,102.9236
70033501,1,191.9207
70033501,2,191.9207
70033501,3,191.9207
70033501,4,191.9207
70033504,1,70.4019
70033505,1,107.2791
70033505,2,107.2791
70033505,3,107.2791
70033505,4,107.2791
70033507,1,183.0331
70033513,1,213.8877
70033513,2,213.8877
70033513,3,213.8877
70033513,4,213.8877
70033513,5,213.8877
70033514,1,118.6914
70033514,2,118.6914
70033517,1,466.2902
70033517,2,466.2902
70033517,3,466.2902
70033517,4,466.2902
70033521,1,69.5811
70033521,2,69.5811
70033521,3,69.5811
70033521,4,69.5811
70033522,1,70.4019
70033526,1,551.5947
70033526,2,551.5947
70033526,3,551.5947
70033526,4,551.5947
70033526,5,551.5947
70033531,1,101.1023
70033536,1,70.6081
70033538,1,72.5692
70033550,1,95.248
70033550,2,95.248
70033550,3,95.248
70033550,4,95.248
70033550,5,95.248
70033552,1,61.4059
70033553,1,95.3364
70033553,2,95.3364
70033553,3,95.3364
70033561,1,191.1371
70033561,2,191.1371
70033565,1,93.8468
70033565,2,93.8468
70033565,3,93.8468
70033565,4,93.8468
70033566,1,183.3672
70033566,2,183.3672
70033571,1,630.3882
70033574,1,639.885
70033578,1,852.9844
70033584,1,920.9315
70033584,2,920.9315
70033589,1,73.9859
70033589,2,73.9859
70033589,3,73.9859
70033591,1,102.3185
70033591,2,102.3185
70033591,3,102.3185
70033591,4,102.3185
70033592,1,912.9896
70033592,2,912.9896
70033592,3,912.9896
70033593,1,639.7469
70033597,1,61.408
70033597,2,61.408
70033600,1,103.0274
70033600,2,103.0274
70033605,1,912.9901
70033605,2,912.9901
70033608,1,386.8415
70033610,1,1105.4783
70033610,2,1105.4783
70033619,1,911.5569
70033632,1,70.4019
70033638,1,70.4019
70033638,2,70.4019
70033641,1,70.4019
70033646,1,102.8532
70033646,2,102.8532
70033646,3,102.8532
70033646,4,102.8532
70033647,1,100.4957
70033647,2,100.4957
70033647,3,100.4957
70033647,4,100.4957
70033647,5,100.4957
70033657,1,63.2132
70033657,2,63.2132
70033661,1,72.563
70033661,2,72.563
70033667,1,72.563
70033667,2,72.563
70033677,1,70.4019
70033682,1,898.8008
70033682,2,898.8008
70033682,3,898.8008
70033682,4,898.8008
70033683,1,1744.9094
70033684,1,638.5655
70033684,2,638.5655
70033684,3,638.5655
70033687,1,628.8046
70033687,2,628.8046
70033687,3,628.8046
70033689,1,101.6141
70033689,2,101.6141
70033690,1,104.5287
70033690,2,104.5287
70033690,3,104.5287
70033690,4,104.5287
70033691,1,72.563
70033693,1,70.4019
70033697,1,72.573
70033700,1,70.4019
70033700,2,70.4019
70033711,1,118.7872
70033718,1,118.722
70033724,1,70.4019
70033724,2,70.4019
70033727,1,118.692
70033739,1,659.9999
70033740,1,1007.9932
70033740,2,1007.9932
70033740,3,1007.9932
70033742,1,114.2809
70033742,2,114.2809
70033742,3,114.2809
70033742,4,114.2809
70033751,1,111.4233
70033751,2,111.4233
70033751,3,111.4233
70033751,4,111.4233
70033760,1,639.9223
70033762,1,639.9999
70033762,2,639.9999
70033763,1,73.2244
70033764,1,70.4019
70033766,1,998.7152
70033766,2,998.7152
70033766,3,998.7152
70033766,4,998.7152
70033769,1,183.8616
70033769,2,183.8616
70033769,3,183.8616
70033787,1,113.5176
70033787,2,113.5176
70033787,3,113.5176
70033787,4,113.5176
70033788,1,70.566
70033788,2,70.566
70033794,1,100.5625
70033794,2,100.5625
70033794,3,100.5625
70033794,4,100.5625
70033799,1,113.857
70033799,2,113.857
70033799,3,113.857
70033802,1,486.7088
70033802,2,486.7088
70033802,3,486.7088
70033802,4,486.7088
70033804,1,515.6643
70033804,2,515.6643
70033804,3,515.6643
70033804,4,515.6643
70033804,5,515.6643
70033824,1,69.3805
70033824,2,69.3805
70033825,1,114.4401
70033832,1,1007.9861
70033832,2,1007.9861
70033832,3,1007.9861
70033837,1,72.9031
70033840,1,111.4437
70033843,1,639.4074
70033843,2,639.4074
70033843,3,639.4074
70033846,1,103.4288
70033846,2,103.4288
70033848,1,70.4019
70033858,1,639.9998
70033858,2,639.9998
70033858,3,639.9998
70033859,1,639.9999
70033859,2,639.9999
70033860,1,70.4019
70033860,2,70.4019
70033862,1,70.4019
70033862,2,70.4019
70033864,1,72.8082
70033867,1,258.5482
70033870,1,101.7044
70033870,2,101.7044
70033873,1,72.873
70033882,1,111.6403
70033882,2,111.6403
70033882,3,111.6403
70033882,4,111.6403
70033882,5,111.6403
70033882,6,111.6403
70033888,1,70.4019
70033906,1,101.4157
70033906,2,101.4157
70033906,3,101.4157
70033906,4,101.4157
70033919,1,584.6561
70033923,1,111.0535
70033923,2,111.0535
70033923,3,111.0535
70033928,1,70.4219
70033931,1,70.4202
70033944,1,638.0978
70033951,1,898.7718
70033951,2,898.7718
70033951,3,898.7718
70033960,1,70.4019
70033966,1,181.7161
70033966,2,181.7161
70033968,1,70.7558
70033968,2,70.7558
70033974,1,70.6928
70033974,2,70.6928
70033975,1,70.4019
70033975,2,70.4019
70033979,1,226.6748
70033981,1,896.9054
70033981,2,896.9054
70033981,3,896.9054
70033981,4,896.9054
70033982,1,62.7491
70033982,2,62.7491
70033982,3,62.7491
70033983,1,183.5512
70033983,3,183.5512
70033984,1,181.7494
70033984,2,181.7494
70033984,3,181.7494
70033987,1,120.6679
70033988,1,905.3087
70033997,1,70.4728
70033997,2,70.4728
70034000,1,348.6086
70034002,1,118.7833
70034002,2,118.7833
70034002,3,118.7833
70034002,4,118.7833
70034003,1,72.563
70034003,2,72.563
70034003,3,72.563
70034011,1,638.5089
70034012,1,659.9988
70034017,1,887.8645
70034017,2,887.8645
70034017,3,887.8645
70034020,1,639.9999
70034020,2,639.9999
70034020,3,639.9999
70034020,4,639.9999
70034020,5,639.9999
70034030,1,640
70034030,2,640
70034030,3,640
70034030,4,640
70034036,1,118.7068
70034039,1,659.9998
70034044,1,72.563
70034047,1,549.8732
70034047,2,549.8732
70034047,3,549.8732
70034048,1,167.5387
70034051,1,252.6482
70034051,2,252.6482
70034051,3,252.6482
70034060,1,641.6848
70034060,2,641.6848
70034060,3,641.6848
70034060,4,641.6848
70034072,1,118.6951
70034072,2,118.6951
70034072,3,118.6951
70034072,4,118.6951
70034072,5,118.6951
70034072,6,118.6951
70034083,1,72.5971
70034083,2,72.5971
70034084,1,118.6934
70034084,2,118.6934
70034084,3,118.6934
70034090,1,187.9235
70034095,1,118.6911
70034095,2,118.6911
70034095,3,118.6911
70034099,1,73.2586
70034100,1,70.6118
70034107,1,118.7681
70034107,2,118.7681
70034107,3,118.7681
70034107,4,118.7681
70034108,1,74.0248
70034124,1,823.637
70034124,2,823.637
70034124,3,823.637
70034124,4,823.637
70034129,1,96.3561
70034129,2,96.3561
70034129,3,96.3561
70034129,4,96.3561
70034130,1,715.4065
70034130,2,715.4065
70034130,3,715.4065
70034132,1,94.419
70034132,2,94.419
70034132,3,94.419
70034132,4,94.419
70034137,1,759.5852
70034137,2,759.5852
70034137,3,759.5852
70034137,4,759.5852
70034144,1,94.9482
70034144,2,94.9482
70034147,1,93.8518
70034147,2,93.8518
70034147,3,93.8518
70034147,4,93.8518
70034151,1,640.3289
70034154,1,72.8595
70034156,1,385.7112
70034156,2,385.7112
70034156,3,385.7112
70034156,4,385.7112
70034163,1,118.8944
70034167,1,118.693
70034167,2,118.693
70034172,1,1078.1542
70034172,2,1078.1542
70034176,1,97.5085
70034176,2,97.5085
70034176,3,97.5085
70034176,4,97.5085
70034188,1,73.6815
70034188,2,73.6815
70034188,3,73.6815
70034192,1,184.4171
70034192,2,184.4171
70034192,3,184.4171
70034194,1,104.6649
70034194,2,104.6649
70034194,3,104.6649
70034196,1,824.7965
70034196,2,824.7965
70034196,3,824.7965
70034200,1,96.8356
70034200,2,96.8356
70034200,3,96.8356
70034205,1,810.4585
70034205,2,810.4585
70034205,3,810.4585
70034205,4,810.4585
70034205,5,810.4585
70034205,6,810.4585
70034205,7,810.4585
70034207,1,100.8335
70034210,1,98.3524
70034210,2,98.3524
70034210,3,98.3524
70034210,4,98.3524
70034210,5,98.3524
70034211,1,94.3678
70034211,2,94.3678
70034211,3,94.3678
70034220,1,98.2656
70034220,2,98.2656
70034220,3,98.2656
70034232,1,659.9999
70034232,2,659.9999
70034232,3,659.9999
70034232,4,659.9999
70034245,1,907.3601
70034245,2,907.3601
70034245,3,907.3601
70034245,4,907.3601
70034246,1,70.4019
70034246,2,70.4019
70034247,1,93.7904
70034247,2,93.7904
70034247,3,93.7904
70034249,1,70.581
70034249,2,70.581
70034261,1,231.6857
70034261,2,231.6857
70034261,3,231.6857
70034263,1,118.6917
70034264,1,323.3681
70034264,2,323.3681
70034264,3,323.3681
70034269,1,118.8551
70034273,1,118.8992
70034275,1,100.9858
70034275,2,100.9858
70034275,3,100.9858
70034281,1,70.4019
70034281,2,70.4019
70034281,3,70.4019
70034285,1,97.836
70034285,2,97.836
70034285,3,97.836
70034285,4,97.836
70034288,1,68.9535
70034288,2,68.9535
70034288,3,68.9535
70034288,4,68.9535
70034289,1,659.9999
70034289,2,659.9999
70034289,3,659.9999
70034289,4,659.9999
70034293,1,73.1556
70034293,2,73.1556
70034293,3,73.1556
70034293,4,73.1556
70034295,1,803.2937
70034295,2,803.2937
70034295,3,803.2937
70034295,4,803.2937
70034295,5,803.2937
70034295,6,803.2937
70034298,1,102.9244
70034298,2,102.9244
70034298,3,102.9244
70034298,4,102.9244
70034299,1,118.6922
70034299,2,118.6922
70034312,1,72.563
70034312,2,72.563
70034320,1,70.5089
70034320,2,70.5089
70034321,1,70.7051
70034321,2,70.7051
70034324,1,546.1894
70034326,1,649.7698
70034326,2,649.7698
70034328,1,199.5028
70034328,2,199.5028
70034329,1,635.8295
70034329,2,635.8295
70034329,3,635.8295
70034330,1,72.8552
70034340,1,72.9546
70034343,1,118.6925
70034343,2,118.6925
70034348,1,72.563
70034349,1,639.9998
70034349,2,639.9998
70034349,3,639.9998
70034350,1,72.563
70034350,2,72.563
70034350,3,72.563
70034350,4,72.563
70034350,5,72.563
70034350,6,72.563
70034350,7,72.563
70034358,1,118.6918
70034358,2,118.6918
70034358,3,118.6918
70034361,1,624.893
70034361,2,624.893
70034361,3,624.893
70034361,4,624.893
70034365,1,550
70034368,1,654.5258
70034368,2,654.5258
70034368,3,654.5258
70034369,1,659.9999
70034378,1,639.9999
70034378,2,639.9999
70034378,3,639.9999
70034383,1,118.6921
70034389,1,72.5712
70034390,1,118.8455
70034392,1,659.9999
70034392,2,659.9999
70034392,3,659.9999
70034397,1,831.9604
70034397,2,831.9604
70034397,3,831.9604
70034397,4,831.9604
70034400,1,524.047
70034400,2,524.047
70034400,3,524.047
70034408,1,1078.971
70034408,2,1078.971
70034408,3,1078.971
70034408,4,1078.971
70034408,5,1078.971
70034410,1,118.7407
70034411,1,118.6925
70034411,2,118.6925
70034411,3,118.6925
70034411,4,118.6925
70034419,1,70.405
70034419,2,70.405
70034419,3,70.405
70034425,1,94.7095
70034425,2,94.7095
70034430,1,194.142
70034430,2,194.142
70034440,1,548.259
70034440,2,548.259
70034440,3,548.259
70034447,1,113.0887
70034447,2,113.0887
70034447,3,113.0887
70034447,4,113.0887
70034448,1,102.0734
70034454,1,101.6755
70034454,2,101.6755
70034454,3,101.6755
70034460,1,72.563
70034460,2,72.563
70034460,3,72.563
70034460,4,72.563
70034461,1,68.7944
70034461,2,68.7944
70034461,3,68.7944
70034461,4,68.7944
70034462,1,102.3597
70034462,2,102.3597
70034462,3,102.3597
70034463,1,72.563
70034463,2,72.563
70034465,1,100.911
70034465,2,100.911
70034466,1,70.4019
70034466,2,70.4019
70034475,1,208.0854
70034475,2,208.0854
70034475,3,208.0854
70034480,1,659.9998
70034480,2,659.9998
70034480,3,659.9998
70034480,4,659.9998
70034481,1,73.8537
70034481,2,73.8537
70034484,1,94.1452
70034484,2,94.1452
70034484,3,94.1452
70034484,4,94.1452
70034488,1,659.9998
70034488,2,659.9998
70034490,1,646.638
70034490,2,646.638
70034490,3,646.638
70034504,1,118.6928
70034504,2,118.6928
70034506,1,659.9966
70034507,1,100.4719
70034507,2,100.4719
70034507,3,100.4719
70034507,4,100.4719
70034517,1,212.6434
70034518,1,110.3919
70034518,2,110.3919
70034518,3,110.3919
70034518,4,110.3919
70034523,1,71.3881
70034523,2,71.3881
70034525,1,70.4019
70034525,2,70.4019
70034526,1,72.563
70034529,1,185.6057
70034529,2,185.6057
70034529,3,185.6057
70034529,4,185.6057
70034529,5,185.6057
70034529,6,185.6057
70034537,1,624.314
70034537,2,624.314
70034540,1,303.8352
70034540,2,303.8352
70034557,1,70.5121
70034557,2,70.5121
70034562,1,188.5538
70034562,2,188.5538
70034562,3,188.5538
70034562,4,188.5538
70034571,1,184.2777
70034571,2,184.2777
70034571,3,184.2777
70034576,1,354.132
70034576,2,354.132
70034576,3,354.132
70034576,4,354.132
70034576,5,354.132
70034576,6,354.132
70034579,1,72.563
70034579,2,72.563
70034581,1,1651.9365
70034581,2,1651.9365
70034581,3,1651.9365
70034581,4,1651.9365
70034581,5,1651.9365
70034581,6,1651.9365
70034581,7,1651.9365
70034584,1,184.7882
70034584,2,184.7882
70034586,1,182.3852
